class,credits,displayDays,displayTime,location,occurrenceData,professor,professorRating,semester,semestersOffered,title
SPAN 102-07,3,MWF,10:00am - 10:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 650}], 'Tu': [], 'W': [{'startTime': 600, 'endTime': 650}], 'Th': [], 'F': [{'startTime': 600, 'endTime': 650}], 'Sa': [], 'Su': []}}",Mallory Grismer,,spring2026,"['Spring', 'Fall']",Elementary Spanish II
SPAN 102-08,3,MWF,10:00am - 10:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 650}], 'Tu': [], 'W': [{'startTime': 600, 'endTime': 650}], 'Th': [], 'F': [{'startTime': 600, 'endTime': 650}], 'Sa': [], 'Su': []}}",Ivon Saldana,,spring2026,"['Spring', 'Fall']",Elementary Spanish II
SPAN 102-13,3,MWF,11:00am - 11:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 660, 'endTime': 710}], 'Tu': [], 'W': [{'startTime': 660, 'endTime': 710}], 'Th': [], 'F': [{'startTime': 660, 'endTime': 710}], 'Sa': [], 'Su': []}}",Ivon Saldana,,spring2026,"['Spring', 'Fall']",Elementary Spanish II
SPAN 102-14,3,MWF,11:00am - 11:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 660, 'endTime': 710}], 'Tu': [], 'W': [{'startTime': 660, 'endTime': 710}], 'Th': [], 'F': [{'startTime': 660, 'endTime': 710}], 'Sa': [], 'Su': []}}",Maricela Hernandez,,spring2026,"['Spring', 'Fall']",Elementary Spanish II
SPAN 102-20,3,MWF,12:00pm - 12:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 720, 'endTime': 770}], 'Tu': [], 'W': [{'startTime': 720, 'endTime': 770}], 'Th': [], 'F': [{'startTime': 720, 'endTime': 770}], 'Sa': [], 'Su': []}}",Maricela Hernandez,,spring2026,"['Spring', 'Fall']",Elementary Spanish II
SPAN 201-01,3,TuTh,8:30am - 9:45am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 510, 'endTime': 585}], 'W': [], 'Th': [{'startTime': 510, 'endTime': 585}], 'F': [], 'Sa': [], 'Su': []}}",Martin Valle,94,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201H-01,3,TuTh,10:00am - 11:15am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Martin Valle,94,spring2026,"['Spring', 'Fall']",Intermediate Spanish/Spanish for Health Professionals
SPAN 201-10,3,TuTh,11:30am - 12:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Candace Goodman,87,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201-12,3,TuTh,1:00pm - 2:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",James Hirsch,82,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201-02,3,MW,1:00pm - 2:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Teresa Sweet,75,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201-03,3,MW,2:30pm - 3:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Teresa Sweet,75,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201-05,3,TuTh,8:30am - 9:45am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 510, 'endTime': 585}], 'W': [], 'Th': [{'startTime': 510, 'endTime': 585}], 'F': [], 'Sa': [], 'Su': []}}",Teresa Sweet,75,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201-06,3,TuTh,10:00am - 11:15am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Teresa Sweet,75,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201-14,3,TuTh,2:30pm - 3:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Teresa Sweet,75,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201-04,3,TuTh,8:30am - 9:45am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 510, 'endTime': 585}], 'W': [], 'Th': [{'startTime': 510, 'endTime': 585}], 'F': [], 'Sa': [], 'Su': []}}",Juan Bustos,74,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201-07,3,TuTh,10:00am - 11:15am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Juan Bustos,74,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201-13,3,TuTh,1:00pm - 2:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Ian Romain,73,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201HS-01,3,TuTh,1:00pm - 2:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Cristina Fuentes,70,spring2026,"['Spring', 'Fall']",Intermediate Spanish for Heritage Speakers
SPAN 201-08,3,TuTh,10:00am - 11:15am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Cristina Fuentes,70,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201-09,3,TuTh,11:30am - 12:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Cristina Fuentes,70,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 201-11,3,TuTh,11:30am - 12:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",TBA,,spring2026,"['Spring', 'Fall']",Intermediate Spanish I
SPAN 202-01,3,TuTh,1:00pm - 2:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Candace Goodman,87,spring2026,"['Spring', 'Fall']",Intermediate Spanish II
SPAN 344-01,3,MW,2:30pm - 3:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Laura Loustau,,spring2026,"['Spring', 'Fall']",Spanish Writing Workshop
SPAN 378-01,3,TuTh,10:00am - 11:15am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Laura Loustau,,spring2026,['Spring'],Literature & Culture of Latin America II
SPAN 397-01,3,TuTh,11:30am - 12:45pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Laura Loustau,,spring2026,['Spring'],US Latino Literatures and Cultures
SPAN 440-01,3,MW,1:00pm - 2:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Pilar Valenzuela,49,spring2026,"['Spring', 'Fall']",A Multidisciplinary Approach to Spanish Bilingualism
SPAN 441-01,3,MW,4:00pm - 5:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1035}], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1035}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Pilar Valenzuela,49,spring2026,['Spring'],Spanish Phonetics and Phonology
SW 127-01,3,MW,10:00am - 11:15am,Knott Studios Seminar 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 675}], 'Tu': [], 'W': [{'startTime': 600, 'endTime': 675}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Paul Gulino,70,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-02,3,MW,11:30am - 12:45pm,Knott Studios Seminar 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 690, 'endTime': 765}], 'Tu': [], 'W': [{'startTime': 690, 'endTime': 765}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Paul Gulino,70,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-05,3,TuTh,11:30am - 12:45pm,Knott Studios Seminar 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Robert Naturman,68,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-06,3,TuTh,8:30am - 9:45am,Knott St Screening & Stage 123,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 510, 'endTime': 585}], 'W': [], 'Th': [{'startTime': 510, 'endTime': 585}], 'F': [], 'Sa': [], 'Su': []}}",Robert Naturman,68,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-12,3,W,1:00pm - 3:50pm,Knott St Screening & Stage 123,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 950}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Nathania Oh,68,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-11,3,F,1:00pm - 3:50pm,Knott Studios Seminar 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 780, 'endTime': 950}], 'Sa': [], 'Su': []}}",Amy Straus,66,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-07,3,M,4:00pm - 6:50pm,DMAC Flex Classroom 102,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1130}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Mort Nathan,59,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-03,3,Tu,7:00pm - 9:50pm,DMAC Conference Room 106,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Jill Condon,,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-04,3,Th,7:00pm - 9:50pm,Knott Studios Seminar 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Jill Condon,,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-08,3,M,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1140, 'endTime': 1310}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Danita Jones,,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-09,3,Tu,4:00pm - 6:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1130}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",TBA,,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-10,3,Th,1:00pm - 3:50pm,CSW Conference Room 111,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 780, 'endTime': 950}], 'F': [], 'Sa': [], 'Su': []}}",Jill Condon,,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 127-14,3,Th,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Andrew Ruiz,,spring2026,"['Spring', 'Fall']",Writing for Film and TV I
SW 128-03,3,M,1:00pm - 3:50pm,DMAC Art Studio 122,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 950}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Brianna Brown,71,spring2026,['Spring'],Writing for Film and TV II
SW 128-10,3,Th,4:00pm - 6:50pm,Knott Studios Seminar 117,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1130}], 'F': [], 'Sa': [], 'Su': []}}",Brianna Brown,71,spring2026,['Spring'],Writing for Film and TV II
SW 128-04,3,TuTh,8:30am - 9:45am,Knott Studios Seminar 119,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 510, 'endTime': 585}], 'W': [], 'Th': [{'startTime': 510, 'endTime': 585}], 'F': [], 'Sa': [], 'Su': []}}",Nathania Oh,68,spring2026,['Spring'],Writing for Film and TV II
SW 128-05,3,TuTh,10:00am - 11:15am,Knott Studios Seminar 119,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Nathania Oh,68,spring2026,['Spring'],Writing for Film and TV II
SW 128-06,3,M,4:00pm - 6:50pm,DMAC Conference Room 106,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1130}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Bill Rosenthal,68,spring2026,['Spring'],Writing for Film and TV II
SW 128-09,3,TuTh,11:30am - 12:45pm,Knott Studios Seminar 119,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Nathania Oh,68,spring2026,['Spring'],Writing for Film and TV II
SW 128-01,3,TuTh,10:00am - 11:15am,Knott Studios Seminar 117,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Anna Waterhouse,,spring2026,['Spring'],Writing for Film and TV II
SW 128-02,3,Tu,4:00pm - 6:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1130}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Bryan Behar,,spring2026,['Spring'],Writing for Film and TV II
SW 128-07,3,TuTh,11:30am - 12:45pm,Knott Studios Seminar 117,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Anna Waterhouse,,spring2026,['Spring'],Writing for Film and TV II
SW 128-08,3,M,1:00pm - 3:50pm,Knott Studios Seminar 119,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 950}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Andrew Ruiz,,spring2026,['Spring'],Writing for Film and TV II
SW 287-07,3,F,1:00pm - 3:50pm,Knott Studios Seminar 117,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 780, 'endTime': 950}], 'Sa': [], 'Su': []}}",Joe Slowensky,75,spring2026,['Spring'],Feature Screenwriting II
SW 287-01,3,Tu,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",David Ward,,spring2026,['Spring'],Feature Screenwriting II
SW 287-02,3,W,1:00pm - 3:50pm,Knott Studios Seminar 117,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 950}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",John Mattson,,spring2026,['Spring'],Feature Screenwriting II
SW 287-03,3,F,10:00am - 12:50pm,Knott Studios Seminar 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 600, 'endTime': 770}], 'Sa': [], 'Su': []}}",Scott Murphy,,spring2026,['Spring'],Feature Screenwriting II
SW 287-04,3,M,7:00pm - 9:50pm,CSW Conference Room 111,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1140, 'endTime': 1310}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",William Stribling,,spring2026,['Spring'],Feature Screenwriting II
SW 287-05,3,Th,7:00pm - 9:50pm,Knott Studios Seminar 117,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Kate Tuxford,,spring2026,['Spring'],Feature Screenwriting II
SW 287-08,3,Tu,4:00pm - 6:50pm,DMAC Art Studio 122,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1130}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Nathan Scoggins,,spring2026,['Spring'],Feature Screenwriting II
SW 297-02,3,F,1:00pm - 3:50pm,Knott Studios Seminar 119,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 780, 'endTime': 950}], 'Sa': [], 'Su': []}}",Paul Wolansky,92,spring2026,"['Spring', 'Fall']",Short Script Workshop
SW 297-01,3,Th,4:00pm - 6:50pm,Knott Studios Seminar 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1130}], 'F': [], 'Sa': [], 'Su': []}}",Barry Blaustein,66,spring2026,"['Spring', 'Fall']",Short Script Workshop
SW 297-05,3,Th,1:00pm - 3:50pm,Knott Studios Seminar 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 780, 'endTime': 950}], 'F': [], 'Sa': [], 'Su': []}}",Samantha Peale,62,spring2026,"['Spring', 'Fall']",Short Script Workshop
SW 297-03,3,M,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1140, 'endTime': 1310}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Susan Finch,,spring2026,"['Spring', 'Fall']",Short Script Workshop
SW 297-04,3,M,1:00pm - 3:50pm,DMAC Conference Room 106,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 950}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Nathan Scoggins,,spring2026,"['Spring', 'Fall']",Short Script Workshop
SW 297-06,3,Tu,7:00pm - 9:50pm,Knott Studios Seminar 117,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Susan Isaacs,,spring2026,"['Spring', 'Fall']",Short Script Workshop
SW 310-01,3,W,7:00pm - 9:50pm,Knott Studios Seminar 117,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1140, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",John Mattson,,spring2026,"['Spring', 'Fall']",Pitching and Coverage
SW 310-03,3,W,4:00pm - 6:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1130}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Benjamin-Shalom Rodriguez,,spring2026,"['Spring', 'Fall']",Pitching and Coverage
SW 312-01,3,W,4:00pm - 6:50pm,CSW Conference Room 111,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1130}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",David Krinsky,,spring2026,"['Spring', 'Fall']",Writing the Animated Pilot
SW 313-01,3,W,7:00pm - 9:50pm,Knott St Screening & Stage 123,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1140, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Brett Melnick,,spring2026,"['Spring', 'Fall']",The Writers’ Assistant/Script Coordinator Workshop
SW 317-01,3,W,1:00pm - 3:50pm,DMAC Conference Room 106,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 950}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Julian Goldberger,,spring2026,"['Spring', 'Fall']",Adaptation and Research for Writers
SW 317-02,3,W,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1140, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Julian Goldberger,,spring2026,"['Spring', 'Fall']",Adaptation and Research for Writers
SW 317-03,3,M,10:00am - 12:50pm,CSW Conference Room 111,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 770}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Dirk Blackman,,spring2026,"['Spring', 'Fall']",Adaptation and Research for Writers
SW 317-04,3,M,4:00pm - 6:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1130}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Dirk Blackman,,spring2026,"['Spring', 'Fall']",Adaptation and Research for Writers
SW 328-01,3,Tu,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",William Bigelow,,spring2026,"['Spring', 'Fall']",Series Writing: Hour-Long
SW 328-02,3,Th,4:00pm - 6:50pm,Knott St Screening & Stage 123,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1130}], 'F': [], 'Sa': [], 'Su': []}}",Jonathan Vandergriff,,spring2026,"['Spring', 'Fall']",Series Writing: Hour-Long
SW 328-03,3,W,4:00pm - 6:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1130}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Kelly Fullerton,,spring2026,"['Spring', 'Fall']",Series Writing: Hour-Long
SW 328-05,3,Th,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Jay Adams,,spring2026,"['Spring', 'Fall']",Series Writing: Hour-Long
SW 330-01,3,Tu,7:00pm - 9:50pm,Knott Studios Seminar 119,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Ian Gurvitz,,spring2026,"['Spring', 'Fall']",Series Writing: Half- Hour
